amount,year,spending_type,spending_source,gl,crd,donor,sub_vote_name,sub_vote_code,programme_name,programme_code,page,vote_name,vote_code,source
0,2012,approved,forex,Loan,0,BADEA,RURAL WATER SUPPLY,4001,Same- Mwanga- Korogwe Water Project,3341,84,MINISTRY OF WATER,49,development
11400000000,2013,estimates,forex,Loan,0,BADEA,RURAL WATER SUPPLY,4001,Same- Mwanga- Korogwe Water Project,3341,84,MINISTRY OF WATER,49,development
2281800000,2013,estimates,local,Loan,D,Basket Fund,RURAL WATER SUPPLY,4001,Management Support to LGAs,6276,84,MINISTRY OF WATER,49,development
300000000,2011,actual,forex,Loan,D,Basket Fund,RURAL WATER SUPPLY,4001,Management Support to LGAs,6276,84,MINISTRY OF WATER,49,development
100000000,2011,actual,local,Loan,D,Basket Fund,RURAL WATER SUPPLY,4001,Management Support to LGAs,6276,84,MINISTRY OF WATER,49,development
160250000,2012,approved,local,Loan,D,Basket Fund,RURAL WATER SUPPLY,4001,Management Support to LGAs,6276,84,MINISTRY OF WATER,49,development
15030542400,2012,approved,forex,Loan,D,Basket Fund,RURAL WATER SUPPLY,4001,Management Support to LGAs,6276,84,MINISTRY OF WATER,49,development
7809212000,2013,estimates,forex,Loan,D,Basket Fund,RURAL WATER SUPPLY,4001,Management Support to LGAs,6276,84,MINISTRY OF WATER,49,development
200000000,2013,estimates,local,,,,ADMINISTRATION AND HR MANAGEMENT,1001,6326,6251,86,MINISTRY OF FINANCE,50,development
0,2011,actual,forex,,,,ADMINISTRATION AND HR MANAGEMENT,1001,6326,6251,86,MINISTRY OF FINANCE,50,development
0,2011,actual,local,,,,ADMINISTRATION AND HR MANAGEMENT,1001,6326,6251,86,MINISTRY OF FINANCE,50,development
173500000,2012,approved,local,,,,ADMINISTRATION AND HR MANAGEMENT,1001,6326,6251,86,MINISTRY OF FINANCE,50,development
107000000,2012,approved,forex,,,,ADMINISTRATION AND HR MANAGEMENT,1001,6326,6251,86,MINISTRY OF FINANCE,50,development
207000000,2013,estimates,forex,,,,ADMINISTRATION AND HR MANAGEMENT,1001,6326,6251,86,MINISTRY OF FINANCE,50,development
0,2013,estimates,local,,,,ADMINISTRATION AND HR MANAGEMENT,1001,Construction & Reh.of Treasury Building,6326,86,MINISTRY OF FINANCE,50,development
0,2011,actual,forex,,,,ADMINISTRATION AND HR MANAGEMENT,1001,Construction & Reh.of Treasury Building,6326,86,MINISTRY OF FINANCE,50,development
0,2011,actual,local,,,,ADMINISTRATION AND HR MANAGEMENT,1001,Construction & Reh.of Treasury Building,6326,86,MINISTRY OF FINANCE,50,development
3000000000,2012,approved,local,,,,ADMINISTRATION AND HR MANAGEMENT,1001,Construction & Reh.of Treasury Building,6326,86,MINISTRY OF FINANCE,50,development
0,2012,approved,forex,,,,ADMINISTRATION AND HR MANAGEMENT,1001,Construction & Reh.of Treasury Building,6326,86,MINISTRY OF FINANCE,50,development
0,2013,estimates,forex,,,,ADMINISTRATION AND HR MANAGEMENT,1001,Construction & Reh.of Treasury Building,6326,86,MINISTRY OF FINANCE,50,development
0,2013,estimates,local,Grant,D,Basket Fund,FINANCE AND ACCOUNTS,1002,Public Finance Mgt Reform Programme,6251,86,MINISTRY OF FINANCE,50,development
390000000,2011,actual,forex,Grant,D,Basket Fund,FINANCE AND ACCOUNTS,1002,Public Finance Mgt Reform Programme,6251,86,MINISTRY OF FINANCE,50,development
0,2011,actual,local,Grant,D,Basket Fund,FINANCE AND ACCOUNTS,1002,Public Finance Mgt Reform Programme,6251,86,MINISTRY OF FINANCE,50,development
0,2012,approved,local,Grant,D,Basket Fund,FINANCE AND ACCOUNTS,1002,Public Finance Mgt Reform Programme,6251,86,MINISTRY OF FINANCE,50,development
0,2012,approved,forex,Grant,D,Basket Fund,FINANCE AND ACCOUNTS,1002,Public Finance Mgt Reform Programme,6251,86,MINISTRY OF FINANCE,50,development
0,2013,estimates,forex,Grant,D,Basket Fund,FINANCE AND ACCOUNTS,1002,Public Finance Mgt Reform Programme,6251,86,MINISTRY OF FINANCE,50,development
0,2013,estimates,local,Grant,D,DFID,POLICY AND PLANNING,1003,Tackling Corruption,6208,86,MINISTRY OF FINANCE,50,development
186004837,2011,actual,forex,Grant,D,DFID,POLICY AND PLANNING,1003,Tackling Corruption,6208,86,MINISTRY OF FINANCE,50,development
0,2011,actual,local,Grant,D,DFID,POLICY AND PLANNING,1003,Tackling Corruption,6208,86,MINISTRY OF FINANCE,50,development
0,2012,approved,local,Grant,D,DFID,POLICY AND PLANNING,1003,Tackling Corruption,6208,86,MINISTRY OF FINANCE,50,development
0,2012,approved,forex,Grant,D,DFID,POLICY AND PLANNING,1003,Tackling Corruption,6208,86,MINISTRY OF FINANCE,50,development
0,2013,estimates,forex,Grant,D,DFID,POLICY AND PLANNING,1003,Tackling Corruption,6208,86,MINISTRY OF FINANCE,50,development
0,2013,estimates,local,,,,POLICY AND PLANNING,1003,6251,6249,86,MINISTRY OF FINANCE,50,development
0,2011,actual,forex,,,,POLICY AND PLANNING,1003,6251,6249,86,MINISTRY OF FINANCE,50,development
150000000,2011,actual,local,,,,POLICY AND PLANNING,1003,6251,6249,86,MINISTRY OF FINANCE,50,development
0,2012,approved,local,,,,POLICY AND PLANNING,1003,6251,6249,86,MINISTRY OF FINANCE,50,development
0,2012,approved,forex,,,,POLICY AND PLANNING,1003,6251,6249,86,MINISTRY OF FINANCE,50,development
0,2013,estimates,forex,,,,POLICY AND PLANNING,1003,6251,6249,86,MINISTRY OF FINANCE,50,development
2007295000,2013,estimates,local,Grant,D,Basket Fund,POLICY AND PLANNING,1003,Public Finance Mgt Reform Programme,6251,86,MINISTRY OF FINANCE,50,development
1791017098,2011,actual,forex,Grant,D,Basket Fund,POLICY AND PLANNING,1003,Public Finance Mgt Reform Programme,6251,86,MINISTRY OF FINANCE,50,development
483691242,2011,actual,local,Grant,D,Basket Fund,POLICY AND PLANNING,1003,Public Finance Mgt Reform Programme,6251,86,MINISTRY OF FINANCE,50,development
964000000,2012,approved,local,Grant,D,Basket Fund,POLICY AND PLANNING,1003,Public Finance Mgt Reform Programme,6251,86,MINISTRY OF FINANCE,50,development
3165688000,2012,approved,forex,Grant,D,Basket Fund,POLICY AND PLANNING,1003,Public Finance Mgt Reform Programme,6251,86,MINISTRY OF FINANCE,50,development
3483488000,2013,estimates,forex,Grant,D,Basket Fund,POLICY AND PLANNING,1003,Public Finance Mgt Reform Programme,6251,86,MINISTRY OF FINANCE,50,development
2512517000,2013,estimates,local,,,,POLICY AND PLANNING,1003,Const Of Accountancy Educat. Centre(NBAA,6320,87,MINISTRY OF FINANCE,50,development
0,2011,actual,forex,,,,POLICY AND PLANNING,1003,Const Of Accountancy Educat. Centre(NBAA,6320,87,MINISTRY OF FINANCE,50,development
0,2011,actual,local,,,,POLICY AND PLANNING,1003,Const Of Accountancy Educat. Centre(NBAA,6320,87,MINISTRY OF FINANCE,50,development
0,2012,approved,local,,,,POLICY AND PLANNING,1003,Const Of Accountancy Educat. Centre(NBAA,6320,87,MINISTRY OF FINANCE,50,development
0,2012,approved,forex,,,,POLICY AND PLANNING,1003,Const Of Accountancy Educat. Centre(NBAA,6320,87,MINISTRY OF FINANCE,50,development
0,2013,estimates,forex,,,,POLICY AND PLANNING,1003,Const Of Accountancy Educat. Centre(NBAA,6320,87,MINISTRY OF FINANCE,50,development
1680188000,2013,estimates,local,,,,POLICY AND PLANNING,1003,Construction of IAA Modern Library Proje,6321,87,MINISTRY OF FINANCE,50,development
0,2011,actual,forex,,,,POLICY AND PLANNING,1003,Construction of IAA Modern Library Proje,6321,87,MINISTRY OF FINANCE,50,development
500000000,2011,actual,local,,,,POLICY AND PLANNING,1003,Construction of IAA Modern Library Proje,6321,87,MINISTRY OF FINANCE,50,development
0,2012,approved,local,,,,POLICY AND PLANNING,1003,Construction of IAA Modern Library Proje,6321,87,MINISTRY OF FINANCE,50,development
0,2012,approved,forex,,,,POLICY AND PLANNING,1003,Construction of IAA Modern Library Proje,6321,87,MINISTRY OF FINANCE,50,development
0,2013,estimates,forex,,,,POLICY AND PLANNING,1003,Construction of IAA Modern Library Proje,6321,87,MINISTRY OF FINANCE,50,development
1500000000,2013,estimates,local,,,,POLICY AND PLANNING,1003,Construction Of Offices(IFM),6322,87,MINISTRY OF FINANCE,50,development
0,2011,actual,forex,,,,POLICY AND PLANNING,1003,Construction Of Offices(IFM),6322,87,MINISTRY OF FINANCE,50,development
1000000000,2011,actual,local,,,,POLICY AND PLANNING,1003,Construction Of Offices(IFM),6322,87,MINISTRY OF FINANCE,50,development
0,2012,approved,local,,,,POLICY AND PLANNING,1003,Construction Of Offices(IFM),6322,87,MINISTRY OF FINANCE,50,development
0,2012,approved,forex,,,,POLICY AND PLANNING,1003,Construction Of Offices(IFM),6322,87,MINISTRY OF FINANCE,50,development
0,2013,estimates,forex,,,,POLICY AND PLANNING,1003,Construction Of Offices(IFM),6322,87,MINISTRY OF FINANCE,50,development
300000000,2013,estimates,local,,,,GOVERNMENT COMMUNICATION UNIT,1005,Public Finance Mgt Reform Progamme,6251,87,MINISTRY OF FINANCE,50,development
0,2011,actual,forex,,,,GOVERNMENT COMMUNICATION UNIT,1005,Public Finance Mgt Reform Progamme,6251,87,MINISTRY OF FINANCE,50,development
0,2011,actual,local,,,,GOVERNMENT COMMUNICATION UNIT,1005,Public Finance Mgt Reform Progamme,6251,87,MINISTRY OF FINANCE,50,development
200000000,2012,approved,local,,,,GOVERNMENT COMMUNICATION UNIT,1005,Public Finance Mgt Reform Progamme,6251,87,MINISTRY OF FINANCE,50,development
276000000,2012,approved,forex,,,,GOVERNMENT COMMUNICATION UNIT,1005,Public Finance Mgt Reform Progamme,6251,87,MINISTRY OF FINANCE,50,development
323500000,2013,estimates,forex,,,,GOVERNMENT COMMUNICATION UNIT,1005,Public Finance Mgt Reform Progamme,6251,87,MINISTRY OF FINANCE,50,development
0,2013,estimates,local,Grant,D,MCC(T),MCC TANZANIA,1007,Zanzibar Interconnector,3142,87,MINISTRY OF FINANCE,50,development
21823571236,2011,actual,forex,Grant,D,MCC(T),MCC TANZANIA,1007,Zanzibar Interconnector,3142,87,MINISTRY OF FINANCE,50,development
0,2011,actual,local,Grant,D,MCC(T),MCC TANZANIA,1007,Zanzibar Interconnector,3142,87,MINISTRY OF FINANCE,50,development
0,2012,approved,local,Grant,D,MCC(T),MCC TANZANIA,1007,Zanzibar Interconnector,3142,87,MINISTRY OF FINANCE,50,development
30608015500,2012,approved,forex,Grant,D,MCC(T),MCC TANZANIA,1007,Zanzibar Interconnector,3142,87,MINISTRY OF FINANCE,50,development
3602166000,2013,estimates,forex,Grant,D,MCC(T),MCC TANZANIA,1007,Zanzibar Interconnector,3142,87,MINISTRY OF FINANCE,50,development
0,2013,estimates,local,Grant,D,MCC(T),MCC TANZANIA,1007,Constr. of Malagarasi Hydropower Distr.,3143,87,MINISTRY OF FINANCE,50,development
3042208346,2011,actual,forex,Grant,D,MCC(T),MCC TANZANIA,1007,Constr. of Malagarasi Hydropower Distr.,3143,87,MINISTRY OF FINANCE,50,development
0,2011,actual,local,Grant,D,MCC(T),MCC TANZANIA,1007,Constr. of Malagarasi Hydropower Distr.,3143,87,MINISTRY OF FINANCE,50,development
0,2012,approved,local,Grant,D,MCC(T),MCC TANZANIA,1007,Constr. of Malagarasi Hydropower Distr.,3143,87,MINISTRY OF FINANCE,50,development
8736512500,2012,approved,forex,Grant,D,MCC(T),MCC TANZANIA,1007,Constr. of Malagarasi Hydropower Distr.,3143,87,MINISTRY OF FINANCE,50,development
1915102000,2013,estimates,forex,Grant,D,MCC(T),MCC TANZANIA,1007,Constr. of Malagarasi Hydropower Distr.,3143,87,MINISTRY OF FINANCE,50,development
0,2013,estimates,local,Grant,D,MCC(T),MCC TANZANIA,1007,Rehabit and Extens of TANESCO Distr.Syt,3144,87,MINISTRY OF FINANCE,50,development
48033445979,2011,actual,forex,Grant,D,MCC(T),MCC TANZANIA,1007,Rehabit and Extens of TANESCO Distr.Syt,3144,87,MINISTRY OF FINANCE,50,development
0,2011,actual,local,Grant,D,MCC(T),MCC TANZANIA,1007,Rehabit and Extens of TANESCO Distr.Syt,3144,87,MINISTRY OF FINANCE,50,development
0,2012,approved,local,Grant,D,MCC(T),MCC TANZANIA,1007,Rehabit and Extens of TANESCO Distr.Syt,3144,87,MINISTRY OF FINANCE,50,development
51169828000,2012,approved,forex,Grant,D,MCC(T),MCC TANZANIA,1007,Rehabit and Extens of TANESCO Distr.Syt,3144,87,MINISTRY OF FINANCE,50,development
2317807000,2013,estimates,forex,Grant,D,MCC(T),MCC TANZANIA,1007,Rehabit and Extens of TANESCO Distr.Syt,3144,87,MINISTRY OF FINANCE,50,development
0,2013,estimates,local,Grant,D,MCC(T),MCC TANZANIA,1007,Rehabit of Urban Water Supply-DSM,3308,87,MINISTRY OF FINANCE,50,development
2209071233,2011,actual,forex,Grant,D,MCC(T),MCC TANZANIA,1007,Rehabit of Urban Water Supply-DSM,3308,87,MINISTRY OF FINANCE,50,development
0,2011,actual,local,Grant,D,MCC(T),MCC TANZANIA,1007,Rehabit of Urban Water Supply-DSM,3308,87,MINISTRY OF FINANCE,50,development
0,2012,approved,local,Grant,D,MCC(T),MCC TANZANIA,1007,Rehabit of Urban Water Supply-DSM,3308,87,MINISTRY OF FINANCE,50,development
7567137000,2012,approved,forex,Grant,D,MCC(T),MCC TANZANIA,1007,Rehabit of Urban Water Supply-DSM,3308,87,MINISTRY OF FINANCE,50,development
0,2013,estimates,forex,Grant,D,MCC(T),MCC TANZANIA,1007,Rehabit of Urban Water Supply-DSM,3308,87,MINISTRY OF FINANCE,50,development
0,2013,estimates,local,Grant,D,MCC(T),MCC TANZANIA,1007,Rehabit of Urban Water Supply-Morogoro,3309,87,MINISTRY OF FINANCE,50,development
3256893859,2011,actual,forex,Grant,D,MCC(T),MCC TANZANIA,1007,Rehabit of Urban Water Supply-Morogoro,3309,87,MINISTRY OF FINANCE,50,development
0,2011,actual,local,Grant,D,MCC(T),MCC TANZANIA,1007,Rehabit of Urban Water Supply-Morogoro,3309,87,MINISTRY OF FINANCE,50,development
0,2012,approved,local,Grant,D,MCC(T),MCC TANZANIA,1007,Rehabit of Urban Water Supply-Morogoro,3309,87,MINISTRY OF FINANCE,50,development
7325200000,2012,approved,forex,Grant,D,MCC(T),MCC TANZANIA,1007,Rehabit of Urban Water Supply-Morogoro,3309,87,MINISTRY OF FINANCE,50,development
6580385000,2013,estimates,forex,Grant,D,MCC(T),MCC TANZANIA,1007,Rehabit of Urban Water Supply-Morogoro,3309,87,MINISTRY OF FINANCE,50,development
0,2013,estimates,local,Grant,D,MCC(T),MCC TANZANIA,1007,Lower Ruvu Plant Extension,3310,87,MINISTRY OF FINANCE,50,development
22389850731,2011,actual,forex,Grant,D,MCC(T),MCC TANZANIA,1007,Lower Ruvu Plant Extension,3310,87,MINISTRY OF FINANCE,50,development
0,2011,actual,local,Grant,D,MCC(T),MCC TANZANIA,1007,Lower Ruvu Plant Extension,3310,87,MINISTRY OF FINANCE,50,development
0,2012,approved,local,Grant,D,MCC(T),MCC TANZANIA,1007,Lower Ruvu Plant Extension,3310,87,MINISTRY OF FINANCE,50,development
22138744000,2012,approved,forex,Grant,D,MCC(T),MCC TANZANIA,1007,Lower Ruvu Plant Extension,3310,87,MINISTRY OF FINANCE,50,development
15169037000,2013,estimates,forex,Grant,D,MCC(T),MCC TANZANIA,1007,Lower Ruvu Plant Extension,3310,87,MINISTRY OF FINANCE,50,development
0,2013,estimates,local,Grant,D,MCC(T),MCC TANZANIA,1007,Tunduma-Sumbawanga Road Construction,4108,88,MINISTRY OF FINANCE,50,development
43792974910,2011,actual,forex,Grant,D,MCC(T),MCC TANZANIA,1007,Tunduma-Sumbawanga Road Construction,4108,88,MINISTRY OF FINANCE,50,development
63441400313,2011,actual,local,Grant,D,MCC(T),MCC TANZANIA,1007,Tunduma-Sumbawanga Road Construction,4108,88,MINISTRY OF FINANCE,50,development
65779017000,2012,approved,local,Grant,D,MCC(T),MCC TANZANIA,1007,Tunduma-Sumbawanga Road Construction,4108,88,MINISTRY OF FINANCE,50,development
165673432000,2012,approved,forex,Grant,D,MCC(T),MCC TANZANIA,1007,Tunduma-Sumbawanga Road Construction,4108,88,MINISTRY OF FINANCE,50,development
105970618000,2013,estimates,forex,Grant,D,MCC(T),MCC TANZANIA,1007,Tunduma-Sumbawanga Road Construction,4108,88,MINISTRY OF FINANCE,50,development
0,2013,estimates,local,Grant,D,MCC(T),MCC TANZANIA,1007,Namtumbo-Songea Road Construction,4113,88,MINISTRY OF FINANCE,50,development
17400829046,2011,actual,forex,Grant,D,MCC(T),MCC TANZANIA,1007,Namtumbo-Songea Road Construction,4113,88,MINISTRY OF FINANCE,50,development
11273099683,2011,actual,local,Grant,D,MCC(T),MCC TANZANIA,1007,Namtumbo-Songea Road Construction,4113,88,MINISTRY OF FINANCE,50,development
4984857000,2012,approved,local,Grant,D,MCC(T),MCC TANZANIA,1007,Namtumbo-Songea Road Construction,4113,88,MINISTRY OF FINANCE,50,development
27505149000,2012,approved,forex,Grant,D,MCC(T),MCC TANZANIA,1007,Namtumbo-Songea Road Construction,4113,88,MINISTRY OF FINANCE,50,development
15049308000,2013,estimates,forex,Grant,D,MCC(T),MCC TANZANIA,1007,Namtumbo-Songea Road Construction,4113,88,MINISTRY OF FINANCE,50,development
0,2013,estimates,local,Grant,D,MCC(T),MCC TANZANIA,1007,Peramiho-Mbinga Road Construction,4114,88,MINISTRY OF FINANCE,50,development
14640500565,2011,actual,forex,Grant,D,MCC(T),MCC TANZANIA,1007,Peramiho-Mbinga Road Construction,4114,88,MINISTRY OF FINANCE,50,development
10716600002,2011,actual,local,Grant,D,MCC(T),MCC TANZANIA,1007,Peramiho-Mbinga Road Construction,4114,88,MINISTRY OF FINANCE,50,development
4984857000,2012,approved,local,Grant,D,MCC(T),MCC TANZANIA,1007,Peramiho-Mbinga Road Construction,4114,88,MINISTRY OF FINANCE,50,development
49959780000,2012,approved,forex,Grant,D,MCC(T),MCC TANZANIA,1007,Peramiho-Mbinga Road Construction,4114,88,MINISTRY OF FINANCE,50,development
17542983000,2013,estimates,forex,Grant,D,MCC(T),MCC TANZANIA,1007,Peramiho-Mbinga Road Construction,4114,88,MINISTRY OF FINANCE,50,development
0,2013,estimates,local,Grant,D,MCC(T),MCC TANZANIA,1007,Tanga-Horohoro Road Construction,4151,88,MINISTRY OF FINANCE,50,development
22291929599,2011,actual,forex,Grant,D,MCC(T),MCC TANZANIA,1007,Tanga-Horohoro Road Construction,4151,88,MINISTRY OF FINANCE,50,development
15900000002,2011,actual,local,Grant,D,MCC(T),MCC TANZANIA,1007,Tanga-Horohoro Road Construction,4151,88,MINISTRY OF FINANCE,50,development
4984857000,2012,approved,local,Grant,D,MCC(T),MCC TANZANIA,1007,Tanga-Horohoro Road Construction,4151,88,MINISTRY OF FINANCE,50,development
19597367000,2012,approved,forex,Grant,D,MCC(T),MCC TANZANIA,1007,Tanga-Horohoro Road Construction,4151,88,MINISTRY OF FINANCE,50,development
831569000,2013,estimates,forex,Grant,D,MCC(T),MCC TANZANIA,1007,Tanga-Horohoro Road Construction,4151,88,MINISTRY OF FINANCE,50,development
0,2013,estimates,local,Grant,D,MCC(T),MCC TANZANIA,1007,Zanzibar Rural Roads-Road ConstructionMafia Island Airport,4156,88,MINISTRY OF FINANCE,50,development
7635463799,2011,actual,forex,Grant,D,MCC(T),MCC TANZANIA,1007,Zanzibar Rural Roads-Road ConstructionMafia Island Airport,4156,88,MINISTRY OF FINANCE,50,development
5024400000,2011,actual,local,Grant,D,MCC(T),MCC TANZANIA,1007,Zanzibar Rural Roads-Road ConstructionMafia Island Airport,4156,88,MINISTRY OF FINANCE,50,development
12292955000,2012,approved,local,Grant,D,MCC(T),MCC TANZANIA,1007,Zanzibar Rural Roads-Road ConstructionMafia Island Airport,4156,88,MINISTRY OF FINANCE,50,development
10722797000,2012,approved,forex,Grant,D,MCC(T),MCC TANZANIA,1007,Zanzibar Rural Roads-Road ConstructionMafia Island Airport,4156,88,MINISTRY OF FINANCE,50,development
8616534000,2013,estimates,forex,Grant,D,MCC(T),MCC TANZANIA,1007,Zanzibar Rural Roads-Road ConstructionMafia Island Airport,4156,88,MINISTRY OF FINANCE,50,development
0,2013,estimates,local,Grant,D,MCC(T),MCC TANZANIA,1007,6574,4210,88,MINISTRY OF FINANCE,50,development
3132936932,2011,actual,forex,Grant,D,MCC(T),MCC TANZANIA,1007,6574,4210,88,MINISTRY OF FINANCE,50,development
5644500000,2011,actual,local,Grant,D,MCC(T),MCC TANZANIA,1007,6574,4210,88,MINISTRY OF FINANCE,50,development
6705457000,2012,approved,local,Grant,D,MCC(T),MCC TANZANIA,1007,6574,4210,88,MINISTRY OF FINANCE,50,development
7562447000,2012,approved,forex,Grant,D,MCC(T),MCC TANZANIA,1007,6574,4210,88,MINISTRY OF FINANCE,50,development
416172000,2013,estimates,forex,Grant,D,MCC(T),MCC TANZANIA,1007,6574,4210,88,MINISTRY OF FINANCE,50,development
0,2013,estimates,local,Grant,D,MCC(T),MCC TANZANIA,1007,MCA-T Programme Management,6574,88,MINISTRY OF FINANCE,50,development
12040965904,2011,actual,forex,Grant,D,MCC(T),MCC TANZANIA,1007,MCA-T Programme Management,6574,88,MINISTRY OF FINANCE,50,development
0,2011,actual,local,Grant,D,MCC(T),MCC TANZANIA,1007,MCA-T Programme Management,6574,88,MINISTRY OF FINANCE,50,development
0,2012,approved,local,Grant,D,MCC(T),MCC TANZANIA,1007,MCA-T Programme Management,6574,88,MINISTRY OF FINANCE,50,development
25067594000,2012,approved,forex,Grant,D,MCC(T),MCC TANZANIA,1007,MCA-T Programme Management,6574,88,MINISTRY OF FINANCE,50,development
35600500000,2013,estimates,forex,Grant,D,MCC(T),MCC TANZANIA,1007,MCA-T Programme Management,6574,88,MINISTRY OF FINANCE,50,development
0,2013,estimates,local,Grant,D,Basket Fund,PUBLIC PROCUREMENT POLICY UNIT (PPU),1009,Public Finance Mgt Reform Progamme,6251,88,MINISTRY OF FINANCE,50,development
0,2011,actual,forex,Grant,D,Basket Fund,PUBLIC PROCUREMENT POLICY UNIT (PPU),1009,Public Finance Mgt Reform Progamme,6251,88,MINISTRY OF FINANCE,50,development
0,2011,actual,local,Grant,D,Basket Fund,PUBLIC PROCUREMENT POLICY UNIT (PPU),1009,Public Finance Mgt Reform Progamme,6251,88,MINISTRY OF FINANCE,50,development
62500000,2012,approved,local,Grant,D,Basket Fund,PUBLIC PROCUREMENT POLICY UNIT (PPU),1009,Public Finance Mgt Reform Progamme,6251,88,MINISTRY OF FINANCE,50,development
482000000,2012,approved,forex,Grant,D,Basket Fund,PUBLIC PROCUREMENT POLICY UNIT (PPU),1009,Public Finance Mgt Reform Progamme,6251,88,MINISTRY OF FINANCE,50,development
0,2013,estimates,forex,Grant,D,Basket Fund,PUBLIC PROCUREMENT POLICY UNIT (PPU),1009,Public Finance Mgt Reform Progamme,6251,88,MINISTRY OF FINANCE,50,development
0,2013,estimates,local,Grant,D,Basket Fund,TREASURY REGISTRAR,2003,Public Finance Mgt Reform Progamme,6251,88,MINISTRY OF FINANCE,50,development
0,2011,actual,forex,Grant,D,Basket Fund,TREASURY REGISTRAR,2003,Public Finance Mgt Reform Progamme,6251,88,MINISTRY OF FINANCE,50,development
0,2011,actual,local,Grant,D,Basket Fund,TREASURY REGISTRAR,2003,Public Finance Mgt Reform Progamme,6251,88,MINISTRY OF FINANCE,50,development
0,2012,approved,local,Grant,D,Basket Fund,TREASURY REGISTRAR,2003,Public Finance Mgt Reform Progamme,6251,88,MINISTRY OF FINANCE,50,development
372800000,2012,approved,forex,Grant,D,Basket Fund,TREASURY REGISTRAR,2003,Public Finance Mgt Reform Progamme,6251,88,MINISTRY OF FINANCE,50,development
0,2013,estimates,forex,Grant,D,Basket Fund,TREASURY REGISTRAR,2003,Public Finance Mgt Reform Progamme,6251,88,MINISTRY OF FINANCE,50,development
750000000,2013,estimates,local,Grant,D,Basket Fund,INTERNAL AUDITOR GENERAL,3001,Public Finance Mgt Reform Progamme,6251,89,MINISTRY OF FINANCE,50,development
0,2011,actual,forex,Grant,D,Basket Fund,INTERNAL AUDITOR GENERAL,3001,Public Finance Mgt Reform Progamme,6251,89,MINISTRY OF FINANCE,50,development
0,2011,actual,local,Grant,D,Basket Fund,INTERNAL AUDITOR GENERAL,3001,Public Finance Mgt Reform Progamme,6251,89,MINISTRY OF FINANCE,50,development
300000000,2012,approved,local,Grant,D,Basket Fund,INTERNAL AUDITOR GENERAL,3001,Public Finance Mgt Reform Progamme,6251,89,MINISTRY OF FINANCE,50,development
1323050000,2012,approved,forex,Grant,D,Basket Fund,INTERNAL AUDITOR GENERAL,3001,Public Finance Mgt Reform Progamme,6251,89,MINISTRY OF FINANCE,50,development
1889000000,2013,estimates,forex,Grant,D,Basket Fund,INTERNAL AUDITOR GENERAL,3001,Public Finance Mgt Reform Progamme,6251,89,MINISTRY OF FINANCE,50,development
500000000,2013,estimates,local,,,,GOVERNMENT ASSET MANAGEMENT DIVISION,5001,PFMRP,6251,89,MINISTRY OF FINANCE,50,development
0,2011,actual,forex,,,,GOVERNMENT ASSET MANAGEMENT DIVISION,5001,PFMRP,6251,89,MINISTRY OF FINANCE,50,development
0,2011,actual,local,,,,GOVERNMENT ASSET MANAGEMENT DIVISION,5001,PFMRP,6251,89,MINISTRY OF FINANCE,50,development
200000000,2012,approved,local,,,,GOVERNMENT ASSET MANAGEMENT DIVISION,5001,PFMRP,6251,89,MINISTRY OF FINANCE,50,development
1378572000,2012,approved,forex,,,,GOVERNMENT ASSET MANAGEMENT DIVISION,5001,PFMRP,6251,89,MINISTRY OF FINANCE,50,development
2010000000,2013,estimates,forex,,,,GOVERNMENT ASSET MANAGEMENT DIVISION,5001,PFMRP,6251,89,MINISTRY OF FINANCE,50,development
750000000,2013,estimates,local,Grant,D,Basket Fund,FINANCIAL MGT. INFORM. SYSTEMS DIVISION,6001,Public Finance Management Reform Program,6251,89,MINISTRY OF FINANCE,50,development
0,2011,actual,forex,Grant,D,Basket Fund,FINANCIAL MGT. INFORM. SYSTEMS DIVISION,6001,Public Finance Management Reform Program,6251,89,MINISTRY OF FINANCE,50,development
1536084806,2011,actual,local,Grant,D,Basket Fund,FINANCIAL MGT. INFORM. SYSTEMS DIVISION,6001,Public Finance Management Reform Program,6251,89,MINISTRY OF FINANCE,50,development
600000000,2012,approved,local,Grant,D,Basket Fund,FINANCIAL MGT. INFORM. SYSTEMS DIVISION,6001,Public Finance Management Reform Program,6251,89,MINISTRY OF FINANCE,50,development
243000000,2012,approved,forex,Grant,D,Basket Fund,FINANCIAL MGT. INFORM. SYSTEMS DIVISION,6001,Public Finance Management Reform Program,6251,89,MINISTRY OF FINANCE,50,development
1944000000,2013,estimates,forex,Grant,D,Basket Fund,FINANCIAL MGT. INFORM. SYSTEMS DIVISION,6001,Public Finance Management Reform Program,6251,89,MINISTRY OF FINANCE,50,development
0,2013,estimates,local,,,,POLICY AND PLANNING,1003,Construction & Rehab.of Public Buildings,6327,91,MINISTRY OF HOME AFFAIRS,51,development
0,2011,actual,forex,,,,POLICY AND PLANNING,1003,Construction & Rehab.of Public Buildings,6327,91,MINISTRY OF HOME AFFAIRS,51,development
999999614,2011,actual,local,,,,POLICY AND PLANNING,1003,Construction & Rehab.of Public Buildings,6327,91,MINISTRY OF HOME AFFAIRS,51,development
0,2012,approved,local,,,,POLICY AND PLANNING,1003,Construction & Rehab.of Public Buildings,6327,91,MINISTRY OF HOME AFFAIRS,51,development
0,2012,approved,forex,,,,POLICY AND PLANNING,1003,Construction & Rehab.of Public Buildings,6327,91,MINISTRY OF HOME AFFAIRS,51,development
